🔞丨🈲日本,#genre# 
cawd-277桜,https://t11.cdn2020.com:12336/video/m3u8/2021/09/12/a86b151b/index.m3u8
cawd-115桜,https://t4s.cdn2020.com/video/m3u8/2020/09/30/90b04d82/index.m3u8
hnds-075永瀬,https://t16.cdn2020.com:12340/video/m3u8/2022/03/02/54a7f525/index.m3u8
cawd-126伊藤舞雪,https://t5s.cdn2020.com/video/m3u8/2020/11/03/7be63c6c/index.m3u8
mifd070永瀬,https://fc.maa1808.com/n/shnlrwlnlo/shnlrwlnlo.m3u8

🔞丨🈲日本4,#genre# 
cawd-244桜,https://t10.cdn2020.com:12335/video/m3u8/2021/07/29/bcc21e48/index.m3u8
cawd-314桜,https://t13.cdn2020.com:12338/video/m3u8/2021/12/19/44d3154f/index.m3u8
cawd-080桜,https://ckcdnz4.cdn2020.com/video/m3u8/2020/07/04/09a85f6b/index.m3u8
cawd-322桜,https://t15.cdn2020.com:12339/video/m3u8/2022/01/10/0dedbb0a/index.m3u8
cawd-300桜,https://t12.cdn2020.com:12337/video/m3u8/2021/11/07/0f774466/index.m3u8
cawd-249日向,https://t11.cdn2020.com:12336/video/m3u8/2021/09/09/1d06c4c1/index.m3u8
cawd-344日向,https://t17.cdn2020.com:12341/video/m3u8/2022/03/13/cec629b6/index.m3u8
cawd-164桜,https://t6s.cdn2020.com/video/m3u8/2021/02/08/bb51f372/index.m3u8
cawd-286桜,https://t12.cdn2020.com:12337/video/m3u8/2021/10/07/4b4e3d2c/index.m3u8
cawd-091伊藤舞雪,https://ckcdnz4.cdn2020.com/video/m3u8/2020/07/04/8704a1da/index.m3u8
cawd-323日向,https://t15.cdn2020.com:12339/video/m3u8/2022/01/10/2d227314/index.m3u8
cawd-106桜,https://t4s.cdn2020.com/video/m3u8/2020/09/11/88567d77/index.m3u8
300马永瀬,https://v1s.cdn2020.com/video/m3u8/2019/12/28/b711c7d2/index.m3u8
cawd-315日向,https://t13.cdn2020.com:12338/video/m3u8/2021/12/16/7c3a8501/index.m3u8
cawd-342桜,https://t17.cdn2020.com:12341/video/m3u8/2022/03/13/235e6c5b/index.m3u8
和-330二宮,https://t7.cdn2020.com/video/m3u8/2021/07/09/b15e1d7f/index.m3u8
cawd-313伊藤舞雪,https://t13.cdn2020.com:12338/video/m3u8/2021/12/14/80e37a8d/index.m3u8
和-280二宮,https://t5s.cdn2020.com/video/m3u8/2020/12/13/64ca233b/index.m3u8
和-263二宮,https://t4s.cdn2020.com/video/m3u8/2020/09/21/d32135ca/index.m3u8
cawd-011伊藤舞雪,https://t13.cdn2020.com:12338/video/m3u8/2021/11/16/5402ec73/index.m3u8
hdka-204奏音,https://ckcdnz1.cdn2020.com/video/m3u8/2020/05/20/af4ff45c/index.m3u8
waaa-102広瀬,https://t12.cdn2020.com:12337/video/m3u8/2021/10/11/b87142d5/index.m3u8
atid-500葉風松本,https://t17.cdn2020.com:12341/video/m3u8/2022/03/13/d7446265/index.m3u8
和-272二宮,https://t5s.cdn2020.com/video/m3u8/2020/11/18/22f15192/index.m3u8
sspd-166二宮川上奈々美,https://t12.cdn2020.com:12337/video/m3u8/2021/10/11/d647a87d/index.m3u8
atid-493二宮,https://t15.cdn2020.com:12339/video/m3u8/2022/01/10/c604e813/index.m3u8
meyd-694広瀬,https://t12.cdn2020.com:12337/video/m3u8/2021/10/23/b7f60549/index.m3u8
sdmm-064奏音,https://t1s.cdn2020.com/video/m3u8/2020/05/29/1f87a418/index.m3u8
cawd-299伊藤舞雪,https://t12.cdn2020.com:12337/video/m3u8/2021/11/11/6ccddad1/index.m3u8
miaa-471奏音,https://t10.cdn2020.com:12335/video/m3u8/2021/08/07/f2b5c4ac/index.m3u8
shkd-964二宮,https://t11.cdn2020.com:12336/video/m3u8/2021/09/14/9ab95870/index.m3u8
tppn-174奏音,https://t4s.cdn2020.com/video/m3u8/2020/07/30/448a413f/index.m3u8

🔞丨🈲日本5,#genre# 
meyd-698伊藤舞雪,https://t11.cdn2020.com:12336/video/m3u8/2021/09/25/2e795f67/index.m3u8
pred-340広瀬,https://t11.cdn2020.com:12336/video/m3u8/2021/09/28/4b78c206/index.m3u8
meyd-722二宮,https://t15.cdn2020.com:12339/video/m3u8/2021/12/26/b6de6d95/index.m3u8
和-288二宮,https://t6s.cdn2020.com/video/m3u8/2021/01/20/629673ee/index.m3u8
cawd-285伊藤舞雪,https://t12.cdn2020.com:12337/video/m3u8/2021/10/07/d4745fc6/index.m3u8
cawd-243伊藤舞雪,https://t10.cdn2020.com:12335/video/m3u8/2021/07/29/d9ae3635/index.m3u8
cawd-273伊藤舞雪,https://t11.cdn2020.com:12336/video/m3u8/2021/09/11/93b2bc8f/index.m3u8
sspd-160二宮,https://ckcdnz1.cdn2020.com/video/m3u8/2020/07/16/8afad276/index.m3u8
tppn-210広瀬,https://t15.cdn2020.com:12339/video/m3u8/2022/01/25/c350039a/index.m3u8
和-382二宮,https://t17.cdn2020.com:12341/video/m3u8/2022/03/13/239d6d2d/index.m3u8
ymdd-242白川奏音,https://t15.cdn2020.com:12339/video/m3u8/2022/01/31/a08937ab/index.m3u8
hnd-842奏音,https://ckcdnc1.cdn2020.com/video/m3u8/2020/06/09/4708ebcd/index.m3u8
atid-441二宮,https://t5s.cdn2020.com/video/m3u8/2020/11/01/64d4af42/index.m3u8
dasd-934葉風篠田,https://t12.cdn2020.com:12337/video/m3u8/2021/11/15/b59336bb/index.m3u8
cawd-321伊藤舞雪,https://t15.cdn2020.com:12339/video/m3u8/2022/01/10/07c5fd13/index.m3u8
bf-635二宮,https://t10.cdn2020.com:12335/video/m3u8/2021/07/23/bb5ef805/index.m3u8
和-326広瀬,https://t10.cdn2020.com:12335/video/m3u8/2021/07/22/cb43430b/index.m3u8
docp-212奏音,https://t6s.cdn2020.com/video/m3u8/2021/02/16/6616b78f/index.m3u8
和-384広瀬,https://t17.cdn2020.com:12341/video/m3u8/2022/03/13/bb3bff27/index.m3u8
ocs-037奏音弥生,https://t15.cdn2020.com:12339/video/m3u8/2021/12/27/85268141/index.m3u8
MIAA-185奏音,https://v1s.cdn2020.com/video/m3u8/2019/12/28/edd92cfc/index.m3u8
msfh-039広瀬,https://t5s.cdn2020.com/video/m3u8/2020/11/18/78db97d9/index.m3u8
soav-065藤森里穂,https://ckcdnz2.cdn2020.com/video/m3u8/2020/06/19/77b389b9/index.m3u8
atid-440岬,https://t4s.cdn2020.com/video/m3u8/2020/10/11/0ab621b0/index.m3u8
hbad-549藤森里穂,https://t4s.cdn2020.com/video/m3u8/2020/09/03/f5dc454a/index.m3u8
ipx-781岬,https://t13.cdn2020.com:12338/video/m3u8/2021/12/18/b9bfd48a/index.m3u8
ipx-632岬,https://t11.cdn2020.com:12336/video/m3u8/2021/08/28/b7f4dd73/index.m3u8
ipx-55岬,https://t5s.cdn2020.com/video/m3u8/2020/10/17/9d0eaac1/index.m3u8
miaa-367藤森里穂,https://t6s.cdn2020.com/video/m3u8/2021/01/17/15af2503/index.m3u8
ipx-747岬,https://t12.cdn2020.com:12337/video/m3u8/2021/10/15/e03ca65c/index.m3u8
ipx-164岬,https://t4s.cdn2020.com/video/m3u8/2020/08/18/4222e060/index.m3u8
hmn-099天然美月,https://t15.cdn2020.com:12339/video/m3u8/2022/01/06/5b9aeb9c/index.m3u8
ipx-729岬,https://t11.cdn2020.com:12336/video/m3u8/2021/09/19/3979fa25/index.m3u8
miaa-470藤森里穂,https://t10.cdn2020.com:12335/video/m3u8/2021/07/30/19f565dd/index.m3u8
ipx-084岬,https://t4s.cdn2020.com/video/m3u8/2020/08/19/7f10b27e/index.m3u8
abw-152結城,https://t12.cdn2020.com:12337/video/m3u8/2021/10/27/1ad9c88e/index.m3u8
bf-622藤森里穂,https://t7.cdn2020.com/video/m3u8/2021/07/07/e39a10d3/index.m3u8
atid-412岬,https://t5s.cdn2020.com/video/m3u8/2020/12/08/5c4f6eca/index.m3u8
ipx-585岬,https://t6s.cdn2020.com/video/m3u8/2020/12/29/91abcc6e/index.m3u8
and-258藤森里穂,https://t4s.cdn2020.com/video/m3u8/2020/08/13/b43bcd8f/index.m3u8
ipx-816岬,https://t16.cdn2020.com:12340/video/m3u8/2022/02/17/6072e8b8/index.m3u8
mimk-092藤森里穂,https://t10.cdn2020.com:12335/video/m3u8/2021/08/07/b387409e/index.m3u8
ipx-601岬,https://t6s.cdn2020.com/video/m3u8/2021/02/27/bd05d99b/index.m3u8
ipx-763岬,https://t13.cdn2020.com:12338/video/m3u8/2021/11/20/3425bc97/index.m3u8
ipx-751神菜美,https://t13.cdn2020.com:12338/video/m3u8/2021/11/18/28089c41/index.m3u8
ipx-285岬,https://t1s.cdn2020.com/video/m3u8/2019/07/24/e0fd52c0/index.m3u8
jufe-313藤森里穂,https://t10.cdn2020.com:12335/video/m3u8/2021/08/07/e06a4275/index.m3u8
ipx-506岬,https://t3.cdn2020.com/video/m3u8/2020/07/21/c146cfef/index.m3u8

🔞丨🈲日本6,#genre# 
abp-988結城,https://ckcdnz6.cdn2020.com/video/m3u8/2020/06/26/a4f441cf/index.m3u8
chn-186結城,https://t15.cdn2020.com:12339/video/m3u8/2022/01/03/afd1cf53/index.m3u8
ipx-805神菜美,https://t16.cdn2020.com:12340/video/m3u8/2022/02/17/fcb494dd/index.m3u8
ipx-789神菜美,https://t16.cdn2020.com:12340/video/m3u8/2022/02/12/49a152c6/index.m3u8
ipx-770神菜美,https://t13.cdn2020.com:12338/video/m3u8/2021/12/19/947a77af/index.m3u8
hbad-558藤森里穂,https://t5s.cdn2020.com/video/m3u8/2020/10/29/89c38843/index.m3u8
ipx-694岬,https://t10.cdn2020.com:12335/video/m3u8/2021/07/27/db88c242/index.m3u8
abw-178結城,https://t15.cdn2020.com:12339/video/m3u8/2021/12/25/ae7feac3/index.m3u8
ipx-527岬,https://t4s.cdn2020.com/video/m3u8/2020/08/17/e1844eba/index.m3u8
ipx-711岬,https://t10.cdn2020.com:12335/video/m3u8/2021/08/15/30400709/index.m3u8
ipx-539岬,https://t4s.cdn2020.com/video/m3u8/2020/09/19/772e1a46/index.m3u8
AARM-046,https://t15.cdn2020.com:12339/video/m3u8/2022/01/20/fa9172db/index.m3u8
AARM-066,https://t17.cdn2020.com:12341/video/m3u8/2022/04/04/e61cb482/index.m3u8
ABP-287,https://t17.cdn2020.com:12341/video/m3u8/2022/03/31/19d5be2b/index.m3u8
ABP-369,https://t10.cdn2020.com:12335/video/m3u8/2021/08/09/f262d117/index.m3u8
ABP-523,https://t11.cdn2020.com:12336/video/m3u8/2021/09/01/b24c657e/index.m3u8
ABP-599,https://t11.cdn2020.com:12336/video/m3u8/2021/08/31/41ebaa47/index.m3u8
ABP-828,https://t15.cdn2020.com:12339/video/m3u8/2022/01/14/d3d0ae81/index.m3u8
ABP-873,https://t11.cdn2020.com:12336/video/m3u8/2021/09/04/974f8f3e/index.m3u8
ABP-944,https://t12.cdn2020.com:12337/video/m3u8/2021/10/17/01dfe2e4/index.m3u8
ABP-969,https://siwazywcdn2.com:5278/zhongwenzimu/R6uqNlZC/index.m3u8
ABP-981,https://siwazywcdn2.com:5278/zhongwenzimu/yUJdhNRX/index.m3u8
ABP-997,https://t4s.cdn2020.com/video/m3u8/2020/08/19/b550b442/index.m3u8
ABW-006,https://t12.cdn2020.com:12337/video/m3u8/2021/10/17/859014c4/index.m3u8
ABW-008,https://t10.cdn2020.com:12335/video/m3u8/2021/08/26/279ec62a/index.m3u8
ABW-014,https://t5s.cdn2020.com/video/m3u8/2020/10/28/91fc84df/index.m3u8
ABW-029,https://t11.cdn2020.com:12336/video/m3u8/2021/09/01/727bf74e/index.m3u8
ABW-065,https://t13.cdn2020.com:12338/video/m3u8/2021/11/16/3d3ad723/index.m3u8
ABW-103,https://t11.cdn2020.com:12336/video/m3u8/2021/09/04/e3b58ef8/index.m3u8
ABW-108,https://t13.cdn2020.com:12338/video/m3u8/2021/11/17/6c80a8f3/index.m3u8
ABW-145,https://t12.cdn2020.com:12337/video/m3u8/2021/10/09/e825c0ac/index.m3u8
ABW-147,https://t12.cdn2020.com:12337/video/m3u8/2021/10/09/472fb0e4/index.m3u8
ABW-152,https://t12.cdn2020.com:12337/video/m3u8/2021/10/27/1ad9c88e/index.m3u8
ABW-158,https://t13.cdn2020.com:12338/video/m3u8/2021/11/27/6e74b16f/index.m3u8
ABW-160,https://t13.cdn2020.com:12338/video/m3u8/2021/11/16/0ceb7baf/index.m3u8
ABW-175,https://t15.cdn2020.com:12339/video/m3u8/2022/01/17/b82f6079/index.m3u8
ABW-176,https://t15.cdn2020.com:12339/video/m3u8/2022/01/17/cd1cba72/index.m3u8
ABW-178,https://t15.cdn2020.com:12339/video/m3u8/2021/12/25/ae7feac3/index.m3u8
ABW-190,https://t16.cdn2020.com:12340/video/m3u8/2022/02/11/7aee9b27/index.m3u8
ABW-194,https://t16.cdn2020.com:12340/video/m3u8/2022/03/04/df8c5eb6/index.m3u8
ABW-197,https://t16.cdn2020.com:12340/video/m3u8/2022/03/06/81f2d582/index.m3u8
ABW-201,https://t17.cdn2020.com:12341/video/m3u8/2022/03/15/4fdaee6f/index.m3u8
ADN-010,https://t11.cdn2020.com:12336/video/m3u8/2021/09/09/f746fd21/index.m3u8
ADN-016,https://t4s.cdn2020.com/video/m3u8/2020/10/11/75eb8a6b/index.m3u8
ADN-022,https://t11.cdn2020.com:12336/video/m3u8/2021/09/19/b2ce701f/index.m3u8
ADN-023,https://t11.cdn2020.com:12336/video/m3u8/2021/09/19/e73b034b/index.m3u8
ADN-027,https://t11.cdn2020.com:12336/video/m3u8/2021/09/19/b671b544/index.m3u8
ADN-077,https://t12.cdn2020.com:12337/video/m3u8/2021/10/07/4814caf8/index.m3u8
ADN-086,https://t12.cdn2020.com:12337/video/m3u8/2021/10/12/91c4a75b/index.m3u8
ADN-099,https://t12.cdn2020.com:12337/video/m3u8/2021/10/15/e82d38f6/index.m3u8
ADN-141,https://t12.cdn2020.com:12337/video/m3u8/2021/10/30/0a295389/index.m3u8
ADN-142,https://t12.cdn2020.com:12337/video/m3u8/2021/10/30/5c637d4f/index.m3u8
ADN-143,https://t12.cdn2020.com:12337/video/m3u8/2021/10/30/261102ea/index.m3u8
ADN-153,https://t12.cdn2020.com:12337/video/m3u8/2021/11/02/5f94e342/index.m3u8
ADN-154,https://t12.cdn2020.com:12337/video/m3u8/2021/11/02/64c10615/index.m3u8
ADN-155,https://t12.cdn2020.com:12337/video/m3u8/2021/11/02/d47a01d0/index.m3u8
ADN-161,https://t12.cdn2020.com:12337/video/m3u8/2021/11/01/0b1a5e17/index.m3u8
ADN-164,https://t12.cdn2020.com:12337/video/m3u8/2021/11/06/c251b8fa/index.m3u8
ADN-278,https://t5s.cdn2020.com/video/m3u8/2020/12/13/4088f13e/index.m3u8
ADN-287,https://t6s.cdn2020.com/video/m3u8/2021/01/20/d861eedd/index.m3u8
ADN-288,https://t6s.cdn2020.com/video/m3u8/2021/01/20/629673ee/index.m3u8
ADN-291,https://siwazywcdn2.com:5278/zhongwenzimu/KnjeVorl/index.m3u8

🔞丨🈲日本7,#genre# 
ADN-326,https://t10.cdn2020.com:12335/video/m3u8/2021/07/22/cb43430b/index.m3u8
ADN-327,https://t10.cdn2020.com:12335/video/m3u8/2021/07/22/193f2d5e/index.m3u8
ADN-332,https://t10.cdn2020.com:12335/video/m3u8/2021/08/06/c9d92f52/index.m3u8
ADN-333,https://t10.cdn2020.com:12335/video/m3u8/2021/08/06/3688c0a5/index.m3u8
ADN-334,https://t10.cdn2020.com:12335/video/m3u8/2021/08/09/5b5bf188/index.m3u8
ADN-336,https://t10.cdn2020.com:12335/video/m3u8/2021/08/09/d97f3244/index.m3u8
ADN-345,https://t11.cdn2020.com:12336/video/m3u8/2021/09/21/a184bb13/index.m3u8
ADN-349,https://t12.cdn2020.com:12337/video/m3u8/2021/10/07/03cfb8fb/index.m3u8
ADN-350,https://t12.cdn2020.com:12337/video/m3u8/2021/11/07/69cf9b87/index.m3u8
ADN-351,https://t12.cdn2020.com:12337/video/m3u8/2021/11/07/4b0db460/index.m3u8
ADN-353,https://t12.cdn2020.com:12337/video/m3u8/2021/11/07/6bd4f1de/index.m3u8
ADN-357,https://t13.cdn2020.com:12338/video/m3u8/2021/12/14/3eb44bbe/index.m3u8
ADN-358,https://t13.cdn2020.com:12338/video/m3u8/2021/12/15/98444a1a/index.m3u8
ADN-360,https://t13.cdn2020.com:12338/video/m3u8/2021/12/15/5fd3cf63/index.m3u8
ADN-361,https://t13.cdn2020.com:12338/video/m3u8/2021/12/15/e64b3f60/index.m3u8
ADN-363,https://t15.cdn2020.com:12339/video/m3u8/2022/01/10/59272dbc/index.m3u8
ADN-382,https://t17.cdn2020.com:12341/video/m3u8/2022/03/13/239d6d2d/index.m3u8
ADN-384,https://t17.cdn2020.com:12341/video/m3u8/2022/03/13/bb3bff27/index.m3u8
AKA-003,https://t10.cdn2020.com:12335/video/m3u8/2021/08/26/63c2ba0a/index.m3u8
AKID-093,https://t17.cdn2020.com:12341/video/m3u8/2022/03/30/3b67665d/index.m3u8
AMBI-129,https://t10.cdn2020.com:12335/video/m3u8/2021/08/14/d0b82a09/index.m3u8
AMBI-135,https://t15.cdn2020.com:12339/video/m3u8/2022/01/06/6048856a/index.m3u8
AMBI-148,https://t15.cdn2020.com:12339/video/m3u8/2022/01/24/ee9f9338/index.m3u8
AND-258,https://t4s.cdn2020.com/video/m3u8/2020/08/13/b43bcd8f/index.m3u8
ARM-996,https://t10.cdn2020.com:12335/video/m3u8/2021/07/25/1f753f54/index.m3u8
ATID-280,https://t10.cdn2020.com:12335/video/m3u8/2021/08/11/4cf7b86b/index.m3u8
ATID-321,https://t5s.cdn2020.com/video/m3u8/2020/11/06/af027f1e/index.m3u8
ATID-332,https://t5s.cdn2020.com/video/m3u8/2020/11/11/22a15817/index.m3u8
ATID-383,https://t10.cdn2020.com:12335/video/m3u8/2021/08/11/b4136ffc/index.m3u8
ATID-412,https://t5s.cdn2020.com/video/m3u8/2020/12/08/5c4f6eca/index.m3u8
ATID-440,https://t4s.cdn2020.com/video/m3u8/2020/10/11/0ab621b0/index.m3u8
ATID-441,https://t5s.cdn2020.com/video/m3u8/2020/11/01/64d4af42/index.m3u8
ATID-443,https://t4s.cdn2020.com/video/m3u8/2020/10/12/e25f3223/index.m3u8
ATID-447,https://t6s.cdn2020.com/video/m3u8/2021/01/20/3d6b0aaf/index.m3u8
ATID-472,https://t10.cdn2020.com:12335/video/m3u8/2021/08/06/6cae2934/index.m3u8
ATID-479,https://t11.cdn2020.com:12336/video/m3u8/2021/09/11/78a0ddbf/index.m3u8
ATID-480,https://t12.cdn2020.com:12337/video/m3u8/2021/10/07/1f94c22d/index.m3u8
ATID-493,https://t15.cdn2020.com:12339/video/m3u8/2022/01/10/c604e813/index.m3u8
ATID-500,https://t17.cdn2020.com:12341/video/m3u8/2022/03/13/d7446265/index.m3u8
AVSA-090,https://t13.cdn2020.com:12338/video/m3u8/2021/12/16/c561b0db/index.m3u8
AWD-249,https://t11.cdn2020.com:12336/video/m3u8/2021/09/09/1d06c4c1/index.m3u8
BABM-005,https://t13.cdn2020.com:12338/video/m3u8/2021/12/06/f008ef9e/index.m3u8
BDA-091,https://t6s.cdn2020.com/video/m3u8/2020/12/29/b77abb7e/index.m3u8
BEB-108,https://t4s.cdn2020.com/video/m3u8/2020/09/15/ace9974f/index.m3u8
